ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Certainty,Year
,Ngalkbun,Consonants,19,,interdental  nasal which is not present with Cutfield,ngalkbun1962[93],2,1962
,Ngalkbun,Dem,7,,its what the whole PHD is about - so its a very complex topic; argues that the missing marker is a predicative marker “this is the...that”,ngalkbun2011[183],2,2011
,Ngalkbun,Dem,8,,one form (“gunuldi”) which is not attested all with Cutfield. However - no examples are given to start comparisons and it seems to be more of a predicative marker than a spatial demonstrative,ngalkbun1962[105],1,1962
,Ngalkbun,DitransMarking,1,,dative and other cases,ngalkbun1962[110],2,1962
,Ngalkbun,DitransMarking,1,,Optional affixes for goals - sources etc,ngalkbun2011[31],2,2011
,Ngalkbun,Evid,0,,,ngalkbun1962,NA,1962
,Ngalkbun,Evid,0,,,ngalkbun2011,NA,2011
,Ngalkbun,GenN,N Gen,,,ngalkbun1962[110],2,1962
,Ngalkbun,GenN,N Gen,,talking about genitive on the dependent and GEN given in glosses - but no single example including a genitive modifier exists,ngalkbun2011[28],2,2011
,Ngalkbun,InstrCom,1,,,ngalkbun1962[111],2,1962
,Ngalkbun,InstrCom,1,,both as applicatives and on nouns,ngalkbun2011[35],2,2011
,Ngalkbun,LocDir,1,,,ngalkbun1962[110],2,1962
,Ngalkbun,LocDir,1,,,ngalkbun2011[127],2,2011
,Ngalkbun,MorphCaus,0,,there is a detransitivizer discussed -but probably no causative morphology,ngalkbun1962[112],2,1962
,Ngalkbun,MorphCaus,NA,,not mentioned,ngalkbun2011,NA,2011
,Ngalkbun,NP_Agr,NA,,no plural discussed with adjectives,ngalkbun1962,NA,1962
,Ngalkbun,NP_Agr,NA,,not discussed - maybe not even adjectives in this language,ngalkbun2011,NA,2011
,Ngalkbun,NasVowels,0,,,ngalkbun1962,NA,1962
,Ngalkbun,NasVowels,0,,,ngalkbun2011,NA,2011
,Ngalkbun,NomAlign,ergative-absolutive,,ergative/instrumental marker,ngalkbun1962[110],2,1962
,Ngalkbun,NomAlign,ergative-absolutive,,Cutfield presents -yah as ergative/instrumental marker,ngalkbun2011[84],2,2011
,Ngalkbun,Poss,NA,,not mentioned,ngalkbun1962,NA,1962
,Ngalkbun,Poss,NA,,not mentioned,ngalkbun2011,NA,2011
,Ngalkbun,Pron1P,5,,,ngalkbun1962[102],2,1962
,Ngalkbun,Pron1P,5,,,ngalkbun2011[394],2,2011
,Ngalkbun,Pron2P,3,,,ngalkbun1962[102],2,1962
,Ngalkbun,Pron2P,3,,,ngalkbun2011[394],2,2011
,Ngalkbun,Pron3P,3,,,ngalkbun1962[102],2,1962
,Ngalkbun,Pron3P,3,,,ngalkbun2011[394],2,2011
,Ngalkbun,PronAlign,ergative-absolutive,,,ngalkbun1962[102],2,1962
,Ngalkbun,PronAlign,ergative-absolutive,,analysis only implicit from appendix - how can you mention something like this not in the main part of the thesis? wtf,ngalkbun2011[395],2,2011
,Ngalkbun,Questions,morphology,,,ngalkbun1962[108],2,1962
,Ngalkbun,Questions,NA,,not mentioned,ngalkbun2011,NA,2011
,Ngalkbun,TA_marks,5,,,ngalkbun1962[115],2,1962
,Ngalkbun,TA_marks,5,,Speaks about TAM categories but only gives tense categories,ngalkbun2011[37],2,2011
,Ngalkbun,TempLoc,0,,,ngalkbun1962[110],2,1962
,Ngalkbun,TempLoc,0,,,ngalkbun2011[128],2,2011
,Ngalkbun,Tones,0,,,ngalkbun1962,NA,1962
,Ngalkbun,Tones,0,,,ngalkbun2011,NA,2011
,Ngalkbun,VP_Agr,1,,,ngalkbun1962[102],2,1962
,Ngalkbun,VP_Agr,1,,“Core grammatical functions are indexed as pronominal proclitics on the verb”,ngalkbun2011[31],2,2011
,Ngalkbun,Vowels,6,,,ngalkbun1962[94],2,1962
,Ngalkbun,Vowels,6,,some speakers use a 6th vowel - but seems to merge with / u /,ngalkbun2011[xiii],2,2011
,Nganasan,AdjN,Adj N,,,nganasan1854[187],2,1854
,Nganasan,AdjN,Adj N,,,nganasan2018[308],2,2018
,Nganasan,BasicWO,SOV,,“Nganasan is a head-final language and has a non-rigid SOV word order.”,nganasan2018[19],2,2018
,Nganasan,BasicWO,NA,,not discussed,nganasan1854,NA,1854
,Nganasan,CA_case,1,,,nganasan1854[108],2,1854
,Nganasan,CA_case,1,,Acc is being lost - but especially dual/plural forms still show,nganasan2018[195],2,2018
,Nganasan,CA_head,1,,,nganasan1854[264],2,1854
,Nganasan,CA_head,1,,,nganasan2018[19],2,2018
,Nganasan,CA_wordorder,0,,,nganasan1854[264],2,1854
,Nganasan,CA_wordorder,0,,,nganasan2018,2,2018
,Nganasan,Cases,7,,“Casus: den Nominativ - Genitiv - Accusaliv - Dativ - Locntiv - Ablativ und Prosecutiv”,nganasan1854[108],2,1854
,Nganasan,Cases,8,,“nominative - accusative - genitive - lative-dative - locative-instrumental - ablative-elative and prolative” + recently grammaticalized comitative,nganasan2018[189],2,2018
,Nganasan,ClassGen,0,,,nganasan1854,2,1854
,Nganasan,ClassGen,0,,,nganasan2018,2,2018
,Nganasan,ClassNoun,0,,,nganasan1854,2,1854
,Nganasan,ClassNoun,0,,“There is no grammatical gender - and the animate/inanimate contrast also does not have grammatical correlates.”,nganasan2018[176],2,2018
,Nganasan,ClassNum,0,,,nganasan1854,2,1854
,Nganasan,ClassNum,0,,,nganasan2018,2,2018
,Nganasan,Consonants,18,,,nganasan1854[2],1,1854
,Nganasan,Consonants,19,,probably even up to two more - depending of / p / is assigned phonetic value,nganasan2018[35],2,2018
,Nganasan,Dem,3,,also three stems,nganasan1854[358],2,1854
,Nganasan,Dem,3,,three stems,nganasan2018[127],2,2018
,Nganasan,DitransMarking,1,,dative constructions,nganasan1854[108],2,1854
,Nganasan,DitransMarking,1,,“the Recipient-argument and the beneficiary of a ditransitive construction is marked by the lative.“,nganasan2018[197],2,2018
,Nganasan,Evid,0,,not discussed,nganasan1854[374],NA,1854
,Nganasan,Evid,4,,inferential - reportative - dubitative - speculative,nganasan2018[19],2,2018
,Nganasan,GenN,Gen N,,“. Historically - the reflex of the genitive case is a PS *ŋ which has been lost - but has left its trace in the coda - that is - the syllable behaves like a closed syllable”,nganasan2018[194],2,2018
,Nganasan,GenN,NA,,Only possessive affixes used for examples -no nominal possessors or independent pronouns,nganasan1854,NA,1854
,Nganasan,InstrCom,0,,locative used,nganasan1854[108],2,1854
,Nganasan,InstrCom,1,,recently grammaticalized comitative case; instrumental expressed via locative,nganasan2018[189],2,2018
,Nganasan,LocDir,1,,locative and prolative,nganasan1854[108],2,1854
,Nganasan,LocDir,1,,prolative case,nganasan2018[2000],2,2018
,Nganasan,MorphCaus,1,,,nganasan2018[304],2,2018
,Nganasan,MorphCaus,NA,,not mentioned,nganasan1854,NA,1854
,Nganasan,NP_Agr,1,,declinable (exception in this language family),nganasan1854[187],2,1854
,Nganasan,NP_Agr,1,,,nganasan2018[310],2,2018
,Nganasan,NasVowels,0,,,nganasan1854,NA,1854
,Nganasan,NasVowels,0,,,nganasan2018,NA,2018
,Nganasan,NomAlign,nominative-accusative,,,nganasan1854[108],2,1854
,Nganasan,NomAlign,nominative-accusative,,,nganasan2018[19],2,2018
,Nganasan,Poss,0,,“There is no structural difference between alienable and inalienable possessive construction.”,nganasan2018[317],2,2018
,Nganasan,Poss,NA,,not mentioned,nganasan1854,NA,1854
,Nganasan,Pron1P,3,,,nganasan1854[349],2,1854
,Nganasan,Pron1P,3,,,nganasan2018[106],2,2018
,Nganasan,Pron2P,3,,,nganasan1854[349],2,1854
,Nganasan,Pron2P,3,,,nganasan2018[106],2,2018
,Nganasan,Pron3P,3,,,nganasan1854[349],2,1854
,Nganasan,Pron3P,3,,,nganasan2018[106],2,2018
,Nganasan,PronAlign,neuter,,,nganasan1854[349],2,1854
,Nganasan,PronAlign,neuter,,“Personal pronouns most often function as the subject of a sentence” - “ Presently - the accusative and the genitive forms are identical to the nominative form.”,nganasan2018[106],2,2018
,Nganasan,Questions,morphology,,,nganasan1854[494],2,1854
,Nganasan,Questions,morphology,,,nganasan2018[241],2,2018
,Nganasan,TA_marks,2,,only gives analysis of tense - not of aspect,nganasan1854[374],1,1854
,Nganasan,TA_marks,4,,2 tenses - two aspects,nganasan2018[19],2,2018
,Nganasan,TempLoc,0,,not explicit - but no special form for temporal is attested,nganasan1854[113],2,1854
,Nganasan,TempLoc,0,,,nganasan2018[198],2,2018
,Nganasan,Tones,0,,,nganasan1854,NA,1854
,Nganasan,Tones,0,,,nganasan2018,NA,2018
,Nganasan,VP_Agr,1,,,nganasan1854[264],2,1854
,Nganasan,VP_Agr,1,,,nganasan2018[19],2,2018
,Nganasan,Vowels,6,,,nganasan1854[2],1,1854
,Nganasan,Vowels,8,,,nganasan2018[48],2,2018
,Ngarinyin,AdjN,N Adj,,,ngarinyin1970[23],1,1970
,Ngarinyin,AdjN,N Adj,,,ngarinyin2015[426],2,2015
,Ngarinyin,BasicWO,SVO,,,ngarinyin1970[79],1,1970
,Ngarinyin,BasicWO,no basic word order,,"""No fixed order""",ngarinyin2015[93],1,2015
,Ngarinyin,CA_case,0,,Inference based on examples – Inferencia a partir de ejemplos,ngarinyin1970,NA,1970
,Ngarinyin,CA_case,NA,,,ngarinyin2015,NA,2015
,Ngarinyin,CA_head,1,,Inference based on examples – Inferencia a partir de ejemplos,ngarinyin1970,NA,1970
,Ngarinyin,CA_head,1,,,ngarinyin2015,NA,2015
,Ngarinyin,CA_wordorder,1,,,ngarinyin1970,1,1970
,Ngarinyin,CA_wordorder,NA,,,ngarinyin2015,NA,2015
,Ngarinyin,Cases,6,,,ngarinyin2015[20],1,2015
,Ngarinyin,Cases,7,,,ngarinyin1970[28-29],NA,1970
,Ngarinyin,ClassGen,0,,not discussed,ngarinyin1970[20],1,1970
,Ngarinyin,ClassGen,0,,,ngarinyin2015,NA,2015
,Ngarinyin,ClassNoun,1,,,ngarinyin1970[19],2,1970
,Ngarinyin,ClassNoun,1,,,ngarinyin2015[40],2,2015
,Ngarinyin,ClassNum,1,,,ngarinyin1970[19],2,1970
,Ngarinyin,ClassNum,1,,,ngarinyin2015[40],2,2015
,Ngarinyin,Consonants,17,,,ngarinyin1970[4],2,1970
,Ngarinyin,Consonants,18,,No phonological inventory given - number is inferred from grape -es – La gramática no presenta un inventario fonológico. El número consignado aquí responde a una inferencia a partir de la presentación del alfabeto de la lengua.,ngarinyin2015[428],1,2015
,Ngarinyin,Dem,7,,,Ngarinyin1970[32-43],1,1970
,Ngarinyin,Dem,15,,Five demonstratives for each of the three categories “near - distant - far away” – Cinco demostrativos por cada una de las tres categorías: próximo - distante - remoto.,ngarinyin2015[20],2,2015
,Ngarinyin,DitransMarking,0,,Inference based on examples – Inferencia a partir de ejemplos,ngarinyin1970[71],1,1970
,Ngarinyin,DitransMarking,NA,,,ngarinyin2015,NA,2015
,Ngarinyin,Evid,1,,"One form is glossed as “certainty” – Se consigna una forma que glosada como ""certeza""",ngarinyin1970[79],1,1970
,Ngarinyin,Evid,2,,(=karra) and one INDEF,ngarinyin2015[211],2,2015
,Ngarinyin,GenN,Gen N,,,ngarinyin1970[25],1,1970
,Ngarinyin,GenN,Gen N,,,ngarinyin2015[426],2,2015
,Ngarinyin,InstrCom,0,,Same morpheme - based on examples – Los ejemplos evidencian un mismo morfema para ambas funciones.,ngarinyin1970[63],2,1970
,Ngarinyin,InstrCom,1,,,ngarinyin2015[20],2,2015
,Ngarinyin,LocDir,1,,,ngarinyin1970[19],2,1970
,Ngarinyin,LocDir,1,,,ngarinyin2015[40],2,2015
,Ngarinyin,MorphCaus,1,,Either free or bound – Los causativos pueden ser libres o ligados.,ngarinyin1970[74],1,1970
,Ngarinyin,MorphCaus,1,,,ngarinyin2015[56],2,2015
,Ngarinyin,NP_Agr,1,,,ngarinyin1970[33],2,1970
,Ngarinyin,NP_Agr,1,,,ngarinyin2015[40],1,2015
,Ngarinyin,NasVowels,0,,,ngarinyin1970[4],2,1970
,Ngarinyin,NasVowels,0,,,ngarinyin2015,1,2015
,Ngarinyin,NomAlign,neuter,,,ngarinyin2015[19],1,2015
,Ngarinyin,NomAlign,NA,,,ngarinyin1970,NA,1970
,Ngarinyin,Poss,1,,,ngarinyin2015[19],2,2015
,Ngarinyin,Poss,NA,,,ngarinyin1970,NA,1970
,Ngarinyin,Pron1P,6,,,ngarinyin1970[28-29],1,1970
,Ngarinyin,Pron1P,6,,,ngarinyin2015[33],2,2015
,Ngarinyin,Pron2P,4,,,ngarinyin2015[33],2,2015
,Ngarinyin,Pron2P,5,,,ngarinyin1970[28-29],1,1970
,Ngarinyin,Pron3P,10,,,ngarinyin1970[28-29],1,1970
,Ngarinyin,Pron3P,25,,"Various different forms such as “discourse status” and “spatial remoteness” – La tercera persona presenta variaciones de género - y ""discourse status/spacial remoteness"" que generan el número tan elevado aunque impreciso.",ngarinyin2015[33],1,2015
,Ngarinyin,PronAlign,neuter,,,ngarinyin2015[19],1,2015
,Ngarinyin,PronAlign,NA,,,ngarinyin1970,NA,1970
,Ngarinyin,Questions,1,,,ngarinyin1970[74],1,1970
,Ngarinyin,Questions,1,,,ngarinyin2015[2127],1,2015
,Ngarinyin,TA_marks,2,,Present and irrealis,ngarinyin2015[103],1,2015
,Ngarinyin,TA_marks,9,,Nine forms can fulfill several functions - based on verb they attach to – Nueve formas que pueden cumplir múltiples funciones dependiendo de la clase verbal a la que se sufijen.,ngarinyin1970[86],1,1970
,Ngarinyin,TempLoc,1,,"Also a morpheme glossed “when” - different to locative – Existe un morfema glosado como ""cuando"" diferente del locativo.",ngarinyin1970[25],1,1970
,Ngarinyin,TempLoc,1,,,ngarinyin2015[40],2,2015
,Ngarinyin,Tones,0,,,ngarinyin1970,NA,1970
,Ngarinyin,Tones,0,,,ngarinyin2015,NA,2015
,Ngarinyin,VP_Agr,1,,Inference based on examples – Inferencia a partir de ejemplos,ngarinyin1970,1,1970
,Ngarinyin,VP_Agr,1,,,ngarinyin2015[27],2,2015
,Ngarinyin,Vowels,5,,,ngarinyin1970[4],2,1970
,Ngarinyin,Vowels,10,,5 long vowels,ngarinyin2015[426],2,2015
,Nimboran,AdjN,N Adj,,,nimboran1997[41],2,1997
,Nimboran,AdjN,NA,,,nimboran1965,NA,1965
,Nimboran,BasicWO,SOV,,,nimboran1997[41],2,1997
,Nimboran,BasicWO,NA,,,nimboran1965,NA,1965
,Nimboran,CA_case,0,,,nimboran1997[160],2,1997
,Nimboran,CA_case,NA,,,nimboran1965,NA,1965
,Nimboran,CA_head,1,,,nimboran1965[56-57],2,1965
,Nimboran,CA_head,1,,,nimboran1997[43],2,1997
,Nimboran,CA_wordorder,1,,,nimboran1997[41],2,1997
,Nimboran,CA_wordorder,NA,,,nimboran1965,NA,1965
,Nimboran,Cases,0,,,nimboran1997[160],2,1997
,Nimboran,Cases,NA,,,nimboran1965,NA,1965
,Nimboran,ClassGen,0,,,nimboran1965,NA,1965
,Nimboran,ClassGen,0,,,nimboran1997,NA,1997
,Nimboran,ClassNoun,0,,,nimboran1997[160],2,1997
,Nimboran,ClassNoun,1,,,nimboran1965[91],2,1965
,Nimboran,ClassNum,0,,,nimboran1965,NA,1965
,Nimboran,ClassNum,0,,,nimboran1997[52-53],2,1997
,Nimboran,Consonants,12,,,nimboran1965[9],2,1965
,Nimboran,Consonants,12,,,nimboran1997[12],2,1997
,Nimboran,Dem,0,,not discussed,nimboran1997,1,1997
,Nimboran,Dem,NA,,,nimboran1965,NA,1965
,Nimboran,DitransMarking,1,,,nimboran1997[43],2,1997
,Nimboran,DitransMarking,NA,,,nimboran1965,NA,1965
,Nimboran,Evid,NA,,,nimboran1965,NA,1965
,Nimboran,Evid,NA,,,nimboran1997,NA,1997
,Nimboran,GenN,Gen N,,,nimboran1997[41],2,1997
,Nimboran,GenN,NA,,,nimboran1965,NA,1965
,Nimboran,InstrCom,0,,Lexical particles,nimboran1997[124-125],2,1997
,Nimboran,InstrCom,NA,,,nimboran1965,NA,1965
,Nimboran,LocDir,1,,,nimboran1997[68-73],2,1997
,Nimboran,LocDir,NA,,,nimboran1965,NA,1965
,Nimboran,MorphCaus,NA,,,nimboran1965,NA,1965
,Nimboran,MorphCaus,NA,,,nimboran1997,NA,1997
,Nimboran,NP_Agr,0,,,nimboran1997[47],2,1997
,Nimboran,NP_Agr,NA,,Is not a word class,nimboran1965[121],2,1965
,Nimboran,NasVowels,0,,,nimboran1965[9],2,1965
,Nimboran,NasVowels,0,,,nimboran1997[12],2,1997
,Nimboran,NomAlign,NA,,,nimboran1965,NA,1965
,Nimboran,NomAlign,NA,,,nimboran1997,NA,1997
,Nimboran,Poss,0,,,nimboran1997[162],2,1997
,Nimboran,Poss,NA,,,nimboran1965,NA,1965
,Nimboran,Pron1P,2,,,nimboran1965[167],1,1965
,Nimboran,Pron1P,2,,,nimboran1997[47],2,1997
,Nimboran,Pron2P,1,,,nimboran1965[167],1,1965
,Nimboran,Pron2P,1,,,nimboran1997[47],2,1997
,Nimboran,Pron3P,1,,,nimboran1965[167],1,1965
,Nimboran,Pron3P,1,,,nimboran1997[47],2,1997
,Nimboran,PronAlign,NA,,,nimboran1965,NA,1965
,Nimboran,PronAlign,NA,,,nimboran1997,NA,1997
,Nimboran,Questions,0,,Only through interrogative pronoun / Solo mediante pronombre interrogativo,nimboran1997[47],2,1997
,Nimboran,Questions,NA,,,nimboran1965,NA,1965
,Nimboran,TA_marks,4,,,nimboran1965[59-60],2,1965
,Nimboran,TA_marks,4,,,nimboran1997[61],2,1997
,Nimboran,TempLoc,NA,,,nimboran1965,NA,1965
,Nimboran,TempLoc,NA,,,nimboran1997,NA,1997
,Nimboran,Tones,0,,not discussed,nimboran1965,1,1965
,Nimboran,Tones,0,,not discussed,nimboran1997,1,1997
,Nimboran,VP_Agr,1,,,nimboran1965[56],2,1965
,Nimboran,VP_Agr,1,,,nimboran1997[42-43],2,1997
,Nimboran,Vowels,6,,,nimboran1965[9],2,1965
,Nimboran,Vowels,6,,,nimboran1997[12],2,1997
,NorthwestSahaptin,AdjN,Adj N,,,sahaptin1931[270],2,1931
,NorthwestSahaptin,AdjN,Adj N,,Orden in noun phrase is variable – El orden puede variar en la FN,sahaptin2010[288],2,2010
,NorthwestSahaptin,BasicWO,no basic word order,,,sahaptin1931[270],2,1931
,NorthwestSahaptin,BasicWO,no basic word order,,,sahaptin2010[334],2,2010
,NorthwestSahaptin,CA_case,1,,,sahaptin1931[212],2,1931
,NorthwestSahaptin,CA_case,1,,,sahaptin2010[332],2,2010
,NorthwestSahaptin,CA_head,1,,,sahaptin1931[143-144],1,1931
,NorthwestSahaptin,CA_head,1,,,sahaptin2010[74],2,2010
,NorthwestSahaptin,CA_wordorder,0,,,sahaptin1931[270],2,1931
,NorthwestSahaptin,CA_wordorder,0,,,sahaptin2010[334],2,2010
,NorthwestSahaptin,Cases,4,,,sahaptin1931[212],1,1931
,NorthwestSahaptin,Cases,8,,,sahaptin2010[158],2,2010
,NorthwestSahaptin,ClassGen,0,,,sahaptin1931,NA,1931
,NorthwestSahaptin,ClassGen,0,,,sahaptin2010,NA,2010
,NorthwestSahaptin,ClassNoun,1,,,sahaptin1931[226],2,1931
,NorthwestSahaptin,ClassNoun,1,,,sahaptin2010[267],2,2010
,NorthwestSahaptin,ClassNum,0,,,sahaptin1931,NA,1931
,NorthwestSahaptin,ClassNum,0,,,sahaptin2010,NA,2010
,NorthwestSahaptin,Consonants,32,,,sahaptin2010[43],2,2010
,NorthwestSahaptin,Consonants,33,,,sahaptin1931[103],2,1931
,NorthwestSahaptin,Dem,2,,counting the roots only – Estoy contando las raíces,sahaptin1931[258],1,1931
,NorthwestSahaptin,Dem,2,,counting roots,sahaptin2010[193],2,2010
,NorthwestSahaptin,DitransMarking,1,,,sahaptin2010[323-324],2,2010
,NorthwestSahaptin,DitransMarking,NA,,,sahaptin1931,NA,1931
,NorthwestSahaptin,Evid,1,,,sahaptin1931[129],2,1931
,NorthwestSahaptin,Evid,1,,,sahaptin2010[391],2,2010
,NorthwestSahaptin,GenN,Gen N,,,sahaptin2010[121-122],2,2010
,NorthwestSahaptin,GenN,NA,,,sahaptin1931,NA,1931
,NorthwestSahaptin,InstrCom,1,,,"sahaptin2010[161,166]",2,2010
,NorthwestSahaptin,InstrCom,NA,,,sahaptin1931,NA,1931
,NorthwestSahaptin,LocDir,1,,,sahaptin1931[212],2,1931
,NorthwestSahaptin,LocDir,1,,,"sahaptin2010[108,174]",2,2010
,NorthwestSahaptin,MorphCaus,1,,,sahaptin1931[151],2,1931
,NorthwestSahaptin,MorphCaus,1,,,sahaptin2010[223],2,2010
,NorthwestSahaptin,NP_Agr,1,,via case,sahaptin2010[161],2,2010
,NorthwestSahaptin,NP_Agr,NA,,No adjectives,sahaptin1931[242],2,1931
,NorthwestSahaptin,NasVowels,0,,not discussed,sahaptin1931,1,1931
,NorthwestSahaptin,NasVowels,0,,,sahaptin2010[39],2,2010
,NorthwestSahaptin,NomAlign,nominative-accusative,,,sahaptin1931[212],2,1931
,NorthwestSahaptin,NomAlign,tripartite,,,sahaptin2010[332],2,2010
,NorthwestSahaptin,Poss,NA,,,sahaptin1931,NA,1931
,NorthwestSahaptin,Poss,NA,,,sahaptin2010,NA,2010
,NorthwestSahaptin,Pron1P,3,,,sahaptin1931[250],2,1931
,NorthwestSahaptin,Pron1P,4,,,sahaptin2010[186],2,2010
,NorthwestSahaptin,Pron2P,3,,Seems to be the same form - but is counted as three – Parecen la misma forma pero las cuentan como 3,sahaptin1931[250],1,1931
,NorthwestSahaptin,Pron2P,3,,,sahaptin2010[186],2,2010
,NorthwestSahaptin,Pron3P,3,,Seems to be the same form - but is counted as three – Parecen la misma forma pero las cuentan como 3,sahaptin1931[250],1,1931
,NorthwestSahaptin,Pron3P,5,,,sahaptin2010[186],2,2010
,NorthwestSahaptin,PronAlign,nominative-accusative,,,sahaptin1931[249-250],2,1931
,NorthwestSahaptin,PronAlign,nominative-accusative,,,sahaptin2010[186],2,2010
,NorthwestSahaptin,Questions,0,,lexical,sahaptin2010[199],2,2010
,NorthwestSahaptin,Questions,NA,,,sahaptin1931,NA,1931
,NorthwestSahaptin,TA_marks,4,,,"sahaptin1931[199,206]",2,1931
,NorthwestSahaptin,TA_marks,6,,,sahaptin2010[92],2,2010
,NorthwestSahaptin,TempLoc,NA,,,sahaptin1931,NA,1931
,NorthwestSahaptin,TempLoc,NA,,,sahaptin2010,NA,2010
,NorthwestSahaptin,Tones,0,,not discussed,sahaptin1931,1,1931
,NorthwestSahaptin,Tones,0,,not discussed,sahaptin2010,1,2010
,NorthwestSahaptin,VP_Agr,1,,Only for 3P,sahaptin1931[142],2,1931
,NorthwestSahaptin,VP_Agr,1,,Only for 3P,sahaptin2010[74],2,2010
,NorthwestSahaptin,Vowels,4,,,sahaptin1931[100],1,1931
,NorthwestSahaptin,Vowels,7,,,sahaptin2010[39],2,2010
,Nyangi,AdjN,N Adj,,,nyangi1975[284],2,1975
,Nyangi,AdjN,N Adj,,“nouns are followed by their dependents”,nyangi2017[5],2,2017
,Nyangi,BasicWO,VSO,,,nyangi1975[282],2,1975
,Nyangi,BasicWO,VSO,,,nyangi2017[174],2,2017
,Nyangi,CA_case,0,,,nyangi1975[285],2,1975
,Nyangi,CA_case,0,,“core clause arguments are not overtly marked - word order is VAO/VS - and subjects are frequently omitted - grammatical/semantic role ambiguities often occur.”,nyangi2017[174],2,2017
,Nyangi,CA_head,0,,“Although Nyang’i has lost pronominal inflection on the verb for the person and number of the subject - it retains a set of free personal pronouns and a set of personal possessive pronouns.”,nyangi2017[174],2,2017
,Nyangi,CA_head,1,,,nyangi1975[285],2,1975
,Nyangi,CA_wordorder,1,,,nyangi1975[285],2,1975
,Nyangi,CA_wordorder,1,,,nyangi2017[174],2,2017
,Nyangi,Cases,0,,the two cases given (venitive - andative) are actually verbal,nyangi1975[285],2,1975
,Nyangi,Cases,0,,“The most obvious loss in noun morphology in Nyang’i is in the complete (or nearly complete) disappearance of the case marking system.”,nyangi2017[213],2,2017
,Nyangi,ClassGen,0,,,nyangi1975,2,1975
,Nyangi,ClassGen,0,,,nyangi2017,2,2017
,Nyangi,ClassNoun,0,,“kein nominales Klassensystem” / no nominal noun classes,nyangi1975[282],2,1975
,Nyangi,ClassNoun,0,,“gender - is not operational in the grammar of Nyang’i - “,nyangi2017[48],2,2017
,Nyangi,ClassNum,0,,,nyangi1975,2,1975
,Nyangi,ClassNum,0,,,nyangi2017,2,2017
,Nyangi,Consonants,18,,,nyangi1975[282],1,1975
,Nyangi,Consonants,19,,,nyangi2017[20],2,2017
,Nyangi,Dem,2,,,nyangi1975[283],2,1975
,Nyangi,Dem,2,,,nyangi2017[248],2,2017
,Nyangi,DitransMarking,0,,,nyangi1975[285],2,1975
,Nyangi,DitransMarking,0,,,nyangi2017[213],2,2017
,Nyangi,Evid,0,,two directives,nyangi1975[285],NA,1975
,Nyangi,Evid,0,,“If the etymological directional extensions are presumed to still enconde directional information - then certain attested forms suggest that the speaker was confused about which directional extension to use - perhaps suggesting that the directional sense of the extensions is no longer easily accessible to the speaker”,nyangi2017[113],2,2017
,Nyangi,GenN,N Gen,,juxtaposicion,nyangi1975[283],2,1975
,Nyangi,GenN,N Gen,,no genitive -Possessum – Possessor,nyangi2017[167],2,2017
,Nyangi,InstrCom,0,,,nyangi1975[284],2,1975
,Nyangi,InstrCom,0,,“ /ka/ - which can be comitative or instrumental.”,nyangi2017[56],2,2017
,Nyangi,LocDir,0,,,nyangi1975[284],2,1975
,Nyangi,LocDir,0,,“The most obvious loss in noun morphology in Nyang’i is in the complete (or nearlycomplete) disappearance of the case marking system.”,nyangi2017[213],2,2017
,Nyangi,MorphCaus,0,,,nyangi1975[285],2,1975
,Nyangi,MorphCaus,0,,“The entire Proto-Kuliak system of valency-changing derivation has been lost. This includes causative constructions -”,nyangi2017[215],2,2017
,Nyangi,NP_Agr,0,,no evidence of nominal morphology on Adj,nyangi1975[284],2,1975
,Nyangi,NP_Agr,0,,no plural marker possible on adjectives,nyangi2017[58],2,2017
,Nyangi,NasVowels,0,,,nyangi1975,NA,1975
,Nyangi,NasVowels,0,,,nyangi2017,NA,2017
,Nyangi,NomAlign,neuter,,,nyangi1975[285],2,1975
,Nyangi,NomAlign,neuter,,no case,nyangi2017[213],2,2017
,Nyangi,Poss,0,,“For alienably possessed nouns - neither the head nor the dependent is consistently mark”,nyangi2017[169],2,2017
,Nyangi,Poss,NA,,,nyangi1975,NA,1975
,Nyangi,Pron1P,1,,lost excl./incl.,nyangi2017[146],2,2017
,Nyangi,Pron1P,3,,,nyangi1975[284],2,1975
,Nyangi,Pron2P,1,,,nyangi2017[146],2,2017
,Nyangi,Pron2P,2,,,nyangi1975[284],2,1975
,Nyangi,Pron3P,2,,,nyangi1975[284],2,1975
,Nyangi,Pron3P,2,,known/unknown,nyangi2017[147],2,2017
,Nyangi,PronAlign,neuter,,same forms for subject and object,nyangi1975[285],2,1975
,Nyangi,PronAlign,neuter,,,nyangi2017[147],2,2017
,Nyangi,Questions,NA,,not mentioned,nyangi1975,NA,1975
,Nyangi,Questions,NA,,not mentioned,nyangi2017,NA,2017
,Nyangi,TA_marks,2,,one past tense and future auxiliary,nyangi2017[5],2,2017
,Nyangi,TA_marks,3,,past tense and future auxiliary - also an habitual aspect,nyangi1975[285],2,1975
,Nyangi,TempLoc,0,,,nyangi1975[284],2,1975
,Nyangi,TempLoc,0,,,nyangi2017[213],2,2017
,Nyangi,Tones,0,,“ The decline of tone in Nyang’i is a case of internally-motivated contraction”,nyangi2017[212],2,2017
,Nyangi,Tones,4,,,nyangi1975[282],2,1975
