,Language,Parameter,State_1,Certainty_1,Reference_1,Comments_1,State_2,Certainty_2,Reference_2,Comments_2
465,Baure,Pron1P,4,2,pp. 56,,2,2,pp. 319,
466,Baure,Pron2P,4,2,pp. 56,,2,2,pp. 319,
467,Baure,Pron3P,6,2,pp. 3,,3,2,pp. 319,
468,Baure,Cases,0,2,pp. 56,,0,2,pp. 116,
469,Baure,Dem,10,2,pp. 3,,7,2,pp. 312-316,
470,Baure,NumClass,0,,,,1,2,pp. 139,
471,Baure,GenClass,0,,,,0,,,
472,Baure,NounClass,1,2,pp. 2,,1,2,pp. 116  y 127,
473,Baure,InstrCom,nan,,,,nan,,,
474,Baure,Poss,nan,,,,0,2,pp. 31,El lexical
475,Baure,LocDir,nan,,,,1,2,pp. 86,
476,Baure,TempLoc,nan,,,,nan,,,
477,Baure,DitransMarking,nan,,,,0,2,pp. 336,
478,Baure,,0,1,pp. 2,,1,2,pp. 157,Mediante el clasificador
479,Baure,CA_case,0,2,pp. 56,,1,2,pp. 116,
480,Baure,CA_head,nan,,,,1,2,pp. 174-176,
481,Baure,CA_wordorder,1,,,,1,2,pp. 333 ,
482,Baure,PronAlign,neutro,2,pp. 56,,neutro,2,pp. 319,
483,Baure,NomAlign,neutro,2,pp. 56,,nominativo-acusativo,2,pp. 116,
484,Baure,TA_marks,4,2,pp. 68 y pp. 70,,9,2,pp. 218,
485,Baure,Evid,nan,,,,1,2,pp. 376,
486,Baure,Questions,nan,,,,1,2,pp. 349,
487,Baure,MorphCaus,nan,,,,1,2,pp. 217,
488,Baure,,nan,,,,1,2,pp. 175,
489,Baure,Tones,nan,,,,0,2,pp. 33,
490,Baure,Consonants,nan,,,,13,2,pp. 39,"Mencionan que la glotal es un caso crítico, así que no la cuento"
491,Baure,Vowels,nan,,,,4,2,pp. 33,
492,Baure,NasVowels,nan,,,,0,2,pp. 33,
493,Baure,AdjN,nan,,,,ambos,2,pp. 104,
494,Baure,GenN,nan,,,,N GEN ,2,pp. 126,
495,Baure,BasicWO,nan,,,,VSO ,2,pp. 333 ,"En narrativa, cambia a VOS cuando hay un argumento humano o inanimado"
496,Central_Okinawa,Pron1P,2,2,pp. 105,,3,2,pp. 387,
497,Central_Okinawa,Pron2P,4,2,pp. 105,,4,2,pp. 387,
498,Central_Okinawa,Pron3P,12,2,pp. 105,,2,2,pp. 387,
499,Central_Okinawa,Cases,nan,,,,nan,,,
500,Central_Okinawa,Dem,nan,,,,nan,,,
501,Central_Okinawa,NumClass,0,,,,0,,,
502,Central_Okinawa,GenClass,0,,,,0,,,
503,Central_Okinawa,NounClass,1,2,pp. 113,,0,,,
504,Central_Okinawa,InstrCom,nan,,,,nan,,,
505,Central_Okinawa,Poss,nan,,,,nan,,,
506,Central_Okinawa,LocDir,nan,,,,nan,,,
507,Central_Okinawa,TempLoc,nan,,,,0,2,pp. 391,El locativo temporal es una partícula
508,Central_Okinawa,DitransMarking,nan,,,,nan,,,
509,Central_Okinawa,,nan,,,,0,2,pp. 387-388,
510,Central_Okinawa,CA_case,nan,,,,1,2,pp. 391,
511,Central_Okinawa,CA_head,nan,,,,0,2,pp. 391,
512,Central_Okinawa,CA_wordorder,nan,,,,1,1,,"A partir de los ejemplos en el bosquejo, parece una con sistema de marcación de orden de palabras nominativo-acusativo"
513,Central_Okinawa,PronAlign,neutro,1,Parece que no marca RG en los pronombres,,neutro,1,,Parece que no marca RG en los pronombres
514,Central_Okinawa,NomAlign,nan,,,,nominativo-acusativo,2,pp. 391,
515,Central_Okinawa,TA_marks,3,2,pp. 60,,4,2,pp. 384-385,
516,Central_Okinawa,Evid,nan,,,,2,2,pp. 398,
517,Central_Okinawa,Questions,nan,,,,1,2,pp. 395-396,
518,Central_Okinawa,MorphCaus,1,2,pp. 169,,1,2,pp. 397,
519,Central_Okinawa,,0,2,pp. 59,,0,2,pp. 384-385,
520,Central_Okinawa,Tones,1,2,pp. 7                                            ,,nan,,,
521,Central_Okinawa,Consonants,24,2,pp. 5,,19,2,pp. 379,
522,Central_Okinawa,Vowels,5,2,pp. 5,,6,2,pp. 379,
523,Central_Okinawa,NasVowels,0,2,pp. 5,,0,2,pp. 379,
524,Central_Okinawa,AdjN,nan,,,,N Adj ,2,pp. 387,
525,Central_Okinawa,GenN,nan,,,,GEN N ,2,pp. 387,
526,Central_Okinawa,BasicWO,nan,,,,SOV ,1,,"A partir de los ejemplos en el bosquejo, parece una con sistema de marcación de orden de palabras nominativo-acusativo"
527,Comanche,Pron1P,2,2,pp. 356,,5,2,pp. 98,
528,Comanche,Pron2P,2,2,pp. 356,,7,2,pp. 98,
529,Comanche,Pron3P,2,2,pp. 356,,16,2,pp. 98,
530,Comanche,Cases,0,2,pp. 355,,3,2,pp. 47,
531,Comanche,Dem,2,1,pp. 359,,5,2,pp. 90-91,Estoy contando solo las raíces
532,Comanche,NumClass,0,,,,0,,,
533,Comanche,GenClass,0,,,,0,,,
534,Comanche,NounClass,1,2,pp. 354,Es mediante léxico,1,2,pp. 47,
535,Comanche,InstrCom,nan,,,,1,2,pp. 224,
536,Comanche,Poss,nan,,,,nan,,,
537,Comanche,LocDir,nan,,,,nan,,,
538,Comanche,TempLoc,nan,,,,nan,,,
539,Comanche,DitransMarking,nan,,,,nan,,,
540,Comanche,,nan,,,,1,2,pp. 7,
541,Comanche,CA_case,nan,,,,1,2,pp. 53,
542,Comanche,CA_head,nan,,,,1,2,pp. 113,
543,Comanche,CA_wordorder,nan,,,,1,2,pp. 194,
544,Comanche,PronAlign,nan,,,,nominativo-acusativo,1,pp. 98-99,
545,Comanche,NomAlign,nan,,,,nominativo-acusativo,2,pp. 53,
546,Comanche,TA_marks,0,1,pp. 357-359,Son partículas léxicas,13,2,pp. 135 y pp. 142,
547,Comanche,Evid,nan,,,,nan,,,
548,Comanche,Questions,nan,,,,0,2,pp. 108,Flexión en el pronombre
549,Comanche,MorphCaus,nan,,,,1,2,pp. 130,
550,Comanche,,nan,,,,1,2,pp. 136 y pp. 149,
551,Comanche,Tones,nan,,,,nan,,,
552,Comanche,Consonants,nan,,,,12,2,pp. 10,
553,Comanche,Vowels,nan,,,,6,2,pp. 10,
554,Comanche,NasVowels,nan,,,,0,2,pp. 19,
555,Comanche,AdjN,nan,,,,Adj N ,2,pp. 192,
556,Comanche,GenN,nan,,,,nan,,,
557,Comanche,BasicWO,nan,,,,SOV ,2,pp. 194,
558,Garrwa,Pron1P, ,,,,5,2,pp. 85,
559,Garrwa,Pron2P,nan,,,,3,2,pp. 85,
560,Garrwa,Pron3P,nan,,,,3,2,pp. 85,
561,Garrwa,Cases,7,1,pp. 5,,7,2,pp. 58,
562,Garrwa,Dem,nan,,,,3,1,pp. 41,
563,Garrwa,NumClass,0,,,,0,,,
564,Garrwa,GenClass,0,,,,0,,,
565,Garrwa,NounClass,0,,,,1,2,pp. 78,
566,Garrwa,InstrCom,0,2,pp. 4,,0,2,pp. 38,
567,Garrwa,Poss,0,1,pp. 25,Es mediante sintaxis,1,2,pp. 81-82,
568,Garrwa,LocDir,nan,,,,1,1,pp. 42 y pp. 68,
569,Garrwa,TempLoc,nan,,,,0,1,pp. 68,Ambos bajo un mismo morfema de locativo
570,Garrwa,DitransMarking,0,1,pp. 67,Sx,0,1,pp. 184,Parece que no hay verbos que pidan tres argumentos 
571,Garrwa,,1,2,pp. 3-4,Mediante caso,nan,2,pp. 44,Los adjetivos no son una clase de palabras
572,Garrwa,CA_case,1,2,pp. 2,,1,2,pp. 34,
573,Garrwa,CA_head,nan,,,,nan,,,
574,Garrwa,CA_wordorder,0,2,pp. 52,,nan,,,
575,Garrwa,PronAlign,nominativo-acusativo,2,pp. 2,,nominativo-acusativo,2,pp. 40,
576,Garrwa,NomAlign,ergativo-absolutivo,2,pp. 2,,ergativo-absolutivo,2,pp. 34,
577,Garrwa,TA_marks,11,1,pp. 51-52 y pp. 58,,5,2,pp. 205-226,
578,Garrwa,Evid,nan,,,,1,2,pp. 232,
579,Garrwa,Questions,0,2,pp. 76,Mediante sx,0,2,pp. 143 y pp. 285,Mediante léxico
580,Garrwa,MorphCaus,nan,,,,1,2,pp. 178,
581,Garrwa,,0,2,pp. 52,,0,2,pp. 184,
582,Garrwa,Tones,nan,,,,nan,,,
583,Garrwa,Consonants,nan,,,,14,2,pp. 14,
584,Garrwa,Vowels,nan,,,,3,2,pp. 22,
585,Garrwa,NasVowels,nan,,,,0,2,pp. 22,
586,Garrwa,AdjN,N Adj ,2,pp. 7,,nan,,,
587,Garrwa,GenN,nan,,,,nan,,,
588,Garrwa,BasicWO,no hay orden básico,2,pp. 52,,nan,,,
589,Guugu_Yimidhirr,Pron1P,4,2,pp. 17,,6,2,pp. 66,
590,Guugu_Yimidhirr,Pron2P,3,2,pp. 17,,4,2,pp. 66,
591,Guugu_Yimidhirr,Pron3P,3,2,pp. 17,,3,2,pp. 66,
592,Guugu_Yimidhirr,Cases,4,2,pp. 16,,12,2,pp. 46-47,
593,Guugu_Yimidhirr,Dem,nan,,,,nan,,,
594,Guugu_Yimidhirr,NumClass,0,,,,0,,,
595,Guugu_Yimidhirr,GenClass,0,,,,0,,,
596,Guugu_Yimidhirr,NounClass,1,2,PP. 15,,1,2,pp. 55,
597,Guugu_Yimidhirr,InstrCom,nan,,,,1,2,pp. 58,Existe caso instrumental (igual al erg) y hay una marca para comitativo
598,Guugu_Yimidhirr,Poss,nan,,,,nan,,,
599,Guugu_Yimidhirr,LocDir,nan,,,,nan,,,
600,Guugu_Yimidhirr,TempLoc,nan,,,,nan,,,
601,Guugu_Yimidhirr,DitransMarking,nan,,,,nan,,,
602,Guugu_Yimidhirr,,0,2,pp. 23,,1,2,pp. 46,Mediante caso
603,Guugu_Yimidhirr,CA_case,1,2,pp. 16,,1,2,pp. 46-47,
604,Guugu_Yimidhirr,CA_head,nan,,,,nan,,,
605,Guugu_Yimidhirr,CA_wordorder,nan,,,,1,1,pp. 101,
606,Guugu_Yimidhirr,PronAlign,nominativo-acusativo,2,pp. 16-18,,nominativo-acusativo,2,pp. 65,
607,Guugu_Yimidhirr,NomAlign,nominativo-acusativo,2,pp. 16,,ergativo-absolutivo,2,pp. 46-47,
608,Guugu_Yimidhirr,TA_marks,12,2,pp. 21,,14,2,pp. 80,
609,Guugu_Yimidhirr,Evid,nan,,,,nan,,,
610,Guugu_Yimidhirr,Questions,1,2,pp. 32,Es mediante tono y acento,nan,,,
611,Guugu_Yimidhirr,MorphCaus,nan,,,,1,2,pp. 47,
612,Guugu_Yimidhirr,,0,2,pp. 21,,0,2,pp. 28,
613,Guugu_Yimidhirr,Tones,nan,,,Mencionan la existencia de tono fonológico pero no dan un número.,nan,,,
614,Guugu_Yimidhirr,Consonants,nan,,,,17,2,pp. 36,
615,Guugu_Yimidhirr,Vowels,nan,,,,6,2,pp.28,
616,Guugu_Yimidhirr,NasVowels,nan,,,,0,2,pp. 28,
617,Guugu_Yimidhirr,AdjN,N Adj ,2,pp. 28,,N Adj ,2,pp. 103,
618,Guugu_Yimidhirr,GenN,nan,,,,nan,,,
619,Guugu_Yimidhirr,BasicWO,nan,,,,SOV,1,pp. 101,
620,Jaru,Pron1P,6,1,pp. 64-65 ,,7,2,pp. 214,
621,Jaru,Pron2P,3,1,pp. 64-65,,3,2,pp. 214,
622,Jaru,Pron3P,2,1,pp. 64-65,,3,2,pp. 214,
623,Jaru,Cases,8,2,pp. 55-61,,10,2,pp. 168,
624,Jaru,Dem,7,1,pp. 61-63,,7,2,pp. 110-11,
625,Jaru,NumClass,0,,,,0,,,
626,Jaru,GenClass,0,,,,0,,,
627,Jaru,NounClass,0,2,pp. 2,,1,2,pp. 210,Parece haber dos sufijos de número: dual y paucal
628,Jaru,InstrCom,0,1,,"El ergativo tiene función de instrumental. No hay mención en la gramática de la categoría de comitativo, solo de instrumental",1,2,pp. 173,El ergativo tiene función de instrumental y existe un caso comitativo
629,Jaru,Poss,0,2,pp. 194,"La distinción no es morfológica, sino sintáctica",1,2,pp. 374-378,
630,Jaru,LocDir,1,1,pp. 55 y pp. 208,,1,2,pp. 169 y pp. 111,
631,Jaru,TempLoc,0,1,pp. 55,Solo mencionan un locativo,nan,,,
632,Jaru,DitransMarking,nan,,,,1,1,pp. 582,
633,Jaru,,1,2,pp. 94,,1,2,pp. 105,
634,Jaru,CA_case,1,2,pp. 55,,1,2,pp. 531,
635,Jaru,CA_head,0,1,,"De acuerdo con los ejemplos, parece que no marca argumentos en el verbo",nan,,,
636,Jaru,CA_wordorder,1,2,pp. 211,,0,2,pp. 547,
637,Jaru,PronAlign,ergativo-absolutivo,1,pp. 91,Las pronombres libres son erg-abs; las marcas pronominales son nom-acc,neutro,1,pp. 214,
638,Jaru,NomAlign,ergativo-absolutivo,2,pp. 55,,ergativo-absolutivo,2,pp. 532,
639,Jaru,TA_marks,nan,,,,nan,,,
640,Jaru,Evid,nan,,,,nan,,,
641,Jaru,Questions,0,2,"pp. 63, pp. 67, pp. 75",Es mediante léxico,0,2,pp.,Es mediante léxico
642,Jaru,MorphCaus,0,2,pp. 193,,0,1,pp. 454,Solo mencionan la afijación de ese verbo transitivo
643,Jaru,,0,2,pp. 76,,0,2,pp. 401,
644,Jaru,Tones,0,2,pp. 47,,0,1,Cap 2,"Parece no haber, no se menciona en el capítulo de fonología y no apareció como relevante en la anterior gram"
645,Jaru,Consonants,17,2,pp. 23,,17,2,pp. 62,
646,Jaru,Vowels,4,2,pp. 23 y pp. 26,,4,2,pp. 63,
647,Jaru,NasVowels,0,1,pp. 23 y pp. 26,No mencionan vocales nasales,0,1,Cap 2,Solo aparece como proceso fonológico
648,Jaru,AdjN,N Adj ,1,pp. 93-94,"Al ver los ejemplos, eso parece",ambos,2,pp. 366-367,
649,Jaru,GenN,nan,,,,nan,,,
650,Jaru,BasicWO,SOV,1,pp. 211,El segundo más extendido es SVO,no hay orden básico,2,pp. 547-548,La tabla demuestra una frecuencia parecida entre los distintos órdenes
651,Kanakanavu,Pron1P,5,2,pp. 38,,5,2,pp. 72,
652,Kanakanavu,Pron2P,4,2,pp. 38,,2,2,pp. 72,
653,Kanakanavu,Pron3P,0,2,pp. 38,,1,2,pp. 72,
654,Kanakanavu,Cases,nan,,,,nan,,,
655,Kanakanavu,Dem,nan,,,,5,2,pp. 86,
656,Kanakanavu,NumClass,0,,,,0,,,
657,Kanakanavu,GenClass,0,,,,0,,,
658,Kanakanavu,NounClass,0,,,,1,2,pp. 59-60,
659,Kanakanavu,InstrCom,nan,,,,0,1,,Sí hay marca de instrumental pero no se menciona marca de comitativo
660,Kanakanavu,Poss,nan,,,,nan,,,
661,Kanakanavu,LocDir,nan,,,,nan,,,
662,Kanakanavu,TempLoc,nan,,,,nan,,,
663,Kanakanavu,DitransMarking,nan,,,,nan,,,
664,Kanakanavu,,nan,,,,0,2,pp. 83-83,
665,Kanakanavu,CA_case,1,1,pp. 36,,nan,,,
666,Kanakanavu,CA_head,1,2,pp. 36,,1,2,pp. 114-115,
667,Kanakanavu,CA_wordorder,nan,,,,1,2,pp. 119,
668,Kanakanavu,PronAlign,nominativo-acusativo,1,pp. 38,,nan,,,
669,Kanakanavu,NomAlign,nominativo-acusativo,1,pp. 36,,nan,,,
670,Kanakanavu,TA_marks,4,2,pp. 51,,6,2,pp. 99,
671,Kanakanavu,Evid,nan,,,,0,2,pp. 127,Es mediante construcción de cláusula
672,Kanakanavu,Questions,nan,,,,0,2,pp. 136-137,Léxico
673,Kanakanavu,MorphCaus,nan,,,,1,2,115-116,
674,Kanakanavu,,1,2,pp. 36,,1,2,pp. 114-115,
675,Kanakanavu,Tones,0,1,,No  mencionan en la parte de fonología,0,1,,No mencionan en la parte de fonología
676,Kanakanavu,Consonants,13,2,pp. 27,,14,2,pp. 30,
677,Kanakanavu,Vowels,4,2,pp. 27,,6,2,pp. 33,
678,Kanakanavu,NasVowels,0,2,pp. 27,,0,2,pp. 33,
679,Kanakanavu,AdjN,nan,,,,Adj N ,2,pp. 60,
680,Kanakanavu,GenN,nan,,,,N GEN ,2,pp. 61,
681,Kanakanavu,BasicWO,nan,,,,VSO ,2,pp. 119,
682,Nimboran,Pron1P,2,1,pp. 167,,2,2,pp. 47,
683,Nimboran,Pron2P,1,1,pp. 167,,1,2,pp. 47,
684,Nimboran,Pron3P,1,1,pp. 167,,1,2,pp. 47,
685,Nimboran,Cases,nan,,,,0,2,pp. 160,
686,Nimboran,Dem,nan,,,,0,1,,No aparece en clases de palabras
687,Nimboran,NumClass,0,,,,0,2,pp. 52-53,
688,Nimboran,GenClass,0,,,,0,,,
689,Nimboran,NounClass,1,2,pp. 91,,0,2,pp. 160,
690,Nimboran,InstrCom,nan,,,,0,2,pp. 124-125,Son partículas léxicas distintas
691,Nimboran,Poss,nan,,,,0,2,pp. 162,
692,Nimboran,LocDir,nan,,,,1,2,pp. 68-73,
693,Nimboran,TempLoc,nan,,,,nan,,,
694,Nimboran,DitransMarking,nan,,,,1,2,pp. 43,
695,Nimboran,,nan,2,pp. 121,No son una clase de palabras,0,2,pp. 47,
696,Nimboran,CA_case,nan,,,,0,2,pp. 160,
697,Nimboran,CA_head,1,2,pp. 56-57,,1,2,pp. 43,
698,Nimboran,CA_wordorder,nan,,,,1,2,pp. 41,
699,Nimboran,PronAlign,nan,,,,nan,,,
700,Nimboran,NomAlign,nan,,,,nan,,,
701,Nimboran,TA_marks,4,2,pp. 59-60,,4,2,pp. 61,
702,Nimboran,Evid,nan,,,,nan,,,
703,Nimboran,Questions,nan,,,,0,2,pp. 47,Solo mediante pronombre interrogativo
704,Nimboran,MorphCaus,nan,,,,nan,,,
705,Nimboran,,1,2,pp. 56,,1,2,pp. 42-43,
706,Nimboran,Tones,0,1,,No aparece en la parte de fonología,0,1,,No aparece en la parte de fonología
707,Nimboran,Consonants,12,2,pp. 9,,12,2,pp. 12,
708,Nimboran,Vowels,6,2,pp. 9,,6,2,pp. 12,
709,Nimboran,NasVowels,0,2,pp. 9,,0,2,pp. 12,
710,Nimboran,AdjN,nan,,,,N Adj ,2,pp. 41,
711,Nimboran,GenN,nan,,,,GEN N ,2,pp. 41,
712,Nimboran,BasicWO,nan,,,,SOV ,2,pp. 41,
713,Northwest_Sahaptin,Pron1P,3,2,pp. 250,,4,2,pp. 186,
714,Northwest_Sahaptin,Pron2P,3,1,pp. 250,Parecen la misma forma pero las cuentan como 3,3,2,pp. 186,
715,Northwest_Sahaptin,Pron3P,3,1,pp. 250,Parecen la misma forma pero las cuentan como 3,5,2,pp. 186,
716,Northwest_Sahaptin,Cases,4,1,pp. 212,,8,2,pp. 158,
717,Northwest_Sahaptin,Dem,2,1,pp. 258,Estoy contando las raíces,2,2,pp.193,Contando las raíces
718,Northwest_Sahaptin,NumClass,0,,,,0,,,
719,Northwest_Sahaptin,GenClass,0,,,,0,,,
720,Northwest_Sahaptin,NounClass,1,2,pp. 226,,1,2,pp. 267,
721,Northwest_Sahaptin,InstrCom,nan,,,,1,2,pp. 161 y pp. 166,
722,Northwest_Sahaptin,Poss,nan,,,,nan,,,
723,Northwest_Sahaptin,LocDir,1,2,pp. 212,,1,2,pp. 108 y pp. 174,
724,Northwest_Sahaptin,TempLoc,nan,,,,nan,,,
725,Northwest_Sahaptin,DitransMarking,nan,,,,1,2,pp. 323-324,
726,Northwest_Sahaptin,,nan,2,pp. 242,No hay adjetivos. Son nombres.,1,2,pp. 161,Es mediante el caso
727,Northwest_Sahaptin,CA_case,1,2,pp. 212,,1,2,pp. 332,
728,Northwest_Sahaptin,CA_head,1,1,pp. 143-144,,1,2,pp. 74,
729,Northwest_Sahaptin,CA_wordorder,0,2,pp.270,,0,2,pp. 334,
730,Northwest_Sahaptin,PronAlign,nominativo-acusativo,2,pp. 249-250,,nominativo-acusativo,2,pp. 186,
731,Northwest_Sahaptin,NomAlign,nominativo-acusativo,2,pp. 212,,tripartito,2,pp. 332,
732,Northwest_Sahaptin,TA_marks,4,2,pp. 199 y pp. 206,,6,2,pp. 92,
733,Northwest_Sahaptin,Evid,1,2,pp. 129,,1,2,pp. 391,
734,Northwest_Sahaptin,Questions,nan,,,,0,2,pp. 199,Es léxico
735,Northwest_Sahaptin,MorphCaus,1,2,pp. 151,,1,2,pp. 223,
736,Northwest_Sahaptin,,1,2,pp. 142,Solo para la 3P,1,2,pp. 74,Solo para la 3P
737,Northwest_Sahaptin,Tones,0,1,,No aparece en la parte de fonología,0,1,,No aparece en la parte de fonología
738,Northwest_Sahaptin,Consonants,33,2,pp. 103,,32,2,pp. 43,
739,Northwest_Sahaptin,Vowels,4,1,pp. 100,,7,2,pp. 39,
740,Northwest_Sahaptin,NasVowels,0,1,,No aparece en la parte de fonología,0,2,pp. 39,
741,Northwest_Sahaptin,AdjN,Adj N ,2,pp. 270,,Adj N ,2,pp. 288,El orden puede variar en la FN
742,Northwest_Sahaptin,GenN,nan,,,,GEN N ,2,pp. 121-122,
743,Northwest_Sahaptin,BasicWO,no hay orden básico,2,pp. 270,,no hay orden básico,2,pp. 334,
744,Pawnee,Pron1P, ,,,,nan,,,
745,Pawnee,Pron2P,nan,,,,nan,,,
746,Pawnee,Pron3P,nan,,,,nan,,,
747,Pawnee,Cases,2,2,pp. 93,,0,2,pp. 39,
748,Pawnee,Dem,7,2,pp. 254-260,,nan,,,
749,Pawnee,NumClass,0,,,,0,,,
750,Pawnee,GenClass,0,,,,0,,,
751,Pawnee,NounClass,1,2,pp. 96,,1,2,pp. 41-42,
752,Pawnee,InstrCom,0,2,pp. 93,,nan,,,
753,Pawnee,Poss,1,2,pp. 93,,nan,,,
754,Pawnee,LocDir,0,2,pp. 93,,0,2,pp. 40,
755,Pawnee,TempLoc,nan,,,,0,2,pp. 40,
756,Pawnee,DitransMarking,nan,,,,nan,,,
757,Pawnee,,nan,,,,nan,,,
758,Pawnee,CA_case,0,2,pp. 93,,0,2,pp. 39,
759,Pawnee,CA_head,1,2,pp. 164,,1,2,pp. 8,
760,Pawnee,CA_wordorder,nan,,,,0,2,pp. 43,
761,Pawnee,PronAlign,nan,,,,nan,,,
762,Pawnee,NomAlign,nan,,,,nan,,,
763,Pawnee,TA_marks,9,2,pp. 188 y pp. 224,,nan,,,
764,Pawnee,Evid,5,2,pp. 232,,1,2,pp. 61,
765,Pawnee,Questions,0,2,pp. 243,Léxico,1,2,pp. 113,
766,Pawnee,MorphCaus,1,2,pp. 275,,1,2,pp. 8,
767,Pawnee,,1,2,pp. 144,,1,2,pp. 12,
768,Pawnee,Tones,0,1,,No aparece en la parte de fonología,0,1,,No aparece en la parte de fonología
769,Pawnee,Consonants,8,2,pp. 14,,9,2,pp. 4,Menciona que se considera la glotal a diferencia de la G1
770,Pawnee,Vowels,8,2,pp. 16-17,La gramática menciona que la distinción larga/corta es fonológica,4,2,pp. 4,Menciona que la distinción larga/corta no es fonológica
771,Pawnee,NasVowels,0,2,pp. 16-17,,0,2,pp. 4,
772,Pawnee,AdjN,nan,,,,nan,,,
773,Pawnee,GenN,nan,,,,nan,,,
774,Pawnee,BasicWO,nan,,,,no hay orden básico,2,pp. 43,
775,Rembarrnga,Pron1P,6,1,pp. 100,,8,2,pp. 203,
776,Rembarrnga,Pron2P,3,1,pp. 100,,4,2,pp. 203,
777,Rembarrnga,Pron3P,4,1,pp. 100,,5,2,pp. 203,
778,Rembarrnga,Cases,15,2,"pp. 78, pp. 80, pp. 86 y pp. 88-89",,2,2,pp. 191,
779,Rembarrnga,Dem,23,2,pp. 119 y pp. 122,,15,2,pp. 217,
780,Rembarrnga,NumClass,0,,,,0,,,
781,Rembarrnga,GenClass,0,,,,0,,,
782,Rembarrnga,NounClass,1,2,"pp. 73-74, pp. 77",,1,2,pp. 192,
783,Rembarrnga,InstrCom,1,2,pp. 78 y pp. 85,,nan,,,
784,Rembarrnga,Poss,1,2,pp. 289,,1,2,pp. 155,
785,Rembarrnga,LocDir,nan,,,,0,2,pp. 202,Solo hay marca de locativo
786,Rembarrnga,TempLoc,nan,,,,0,1,pp. 202,
787,Rembarrnga,DitransMarking,nan,,,,0,2,pp. 208,
788,Rembarrnga,,nan,2,pp. 72,No considera los adjetivos como una clase separada de los nombres.,nan,2,pp. 190-191,No considera los adjetivos como una clase separada de los nombres.
789,Rembarrnga,CA_case,1,2,pp. 78,,0,2,pp. 191,
790,Rembarrnga,CA_head,1,1,pp. 141-145,,1,2,pp. 208,
791,Rembarrnga,CA_wordorder,1,2,pp. 256,,0,2,pp. 155,La pragmática motiva el orden de constituyentes
792,Rembarrnga,PronAlign,nan,2,pp. 100,,neutro,2,pp. 191,
793,Rembarrnga,NomAlign,ergativo-absolutivo,2,pp. 78,Mencionan caso nom y erg pero agrupa S y O en contraste con A,neutro,2,pp. 191,
794,Rembarrnga,TA_marks,5,2,pp. 130,,3,1,pp. 222-225,
795,Rembarrnga,Evid,nan,,,,nan,,,
796,Rembarrnga,Questions,0,2,pp. 114,,0,2,pp. 213,Es mediante léxico
797,Rembarrnga,MorphCaus,1,2,pp. 129,,nan,,,
798,Rembarrnga,,1,2,pp. 126,,1,2,pp. 155,
799,Rembarrnga,Tones,0,1,,No aparece en la parte de fonología,0,1,,No aparece en la parte d fonología
800,Rembarrnga,Consonants,16,2,pp. 13,,16,2,pp.170,
801,Rembarrnga,Vowels,6,2,pp. 24,,5,2,pp. 170,
802,Rembarrnga,NasVowels,0,2,pp. 24,,0,2,pp. 170,
803,Rembarrnga,AdjN,ambos,1,pp. 68-69,,ambos,1,pp. 190-191,
804,Rembarrnga,GenN,nan,,,,nan,,,
805,Rembarrnga,BasicWO,SOV ,2,256,,no hay orden básico,2,pp. 155,La pragmática motiva el orden de constituyentes
806,Saaroa,Pron1P,3,2,pp68,,3,2,pp. 258,
807,Saaroa,Pron2P,2,2,pp. 68,,2,2,pp. 258,
808,Saaroa,Pron3P,1,2,pp. 68,,5,2,pp. 258,
809,Saaroa,Cases,3,1,pp. 67,,3,2,pp. 248,
810,Saaroa,Dem,nan,,,,2,2,pp. 107,
811,Saaroa,NumClass,0,,,,0,,,
812,Saaroa,GenClass,0,,,,0,,,
813,Saaroa,NounClass,0,,,,1,2,pp. 179 y pp. 57,
814,Saaroa,InstrCom,nan,,,,0,2,,Mediante la misma partícula
815,Saaroa,Poss,nan,,,,0,2,pp. 61,
816,Saaroa,LocDir,nan,,,,nan,,,
817,Saaroa,TempLoc,nan,,,,nan,,,
818,Saaroa,DitransMarking,nan,,,,nan,,,
819,Saaroa,,nan,,,,0,1,pp. 85,Ejemplo 3.74: Parece que no hay concordancia
820,Saaroa,CA_case,1,1,pp. 67,,0,2,pp. 247-248,
821,Saaroa,CA_head,1,1,pp. 69,Actor y Goal focus en el verb,0,1,pp. 247-258,
822,Saaroa,CA_wordorder,nan,,,,1,2,pp. 219,
823,Saaroa,PronAlign,nan,,,,neutro,2,pp. 262,
824,Saaroa,NomAlign,nominativo-acusativo,,,,neutro,2,pp. 247-248,
825,Saaroa,TA_marks,6,1,pp. 69,,7,2,pp. 193,
826,Saaroa,Evid,nan,,,,1,2,pp. 201,
827,Saaroa,Questions,nan,,,,1,2,pp. 107,Las polares son mediante marca morfológica y prosodia
828,Saaroa,MorphCaus,nan,,,,3,2,pp. 308,
829,Saaroa,,0,2,pp. 69,,1,2,pp. 79,
830,Saaroa,Tones,0,1,,No aparece en la parte de fonología,0,2,pp. 21,
831,Saaroa,Consonants,13,2,pp 59,,13,2,pp. 21,
832,Saaroa,Vowels,4,2,pp. 59,,4,2,pp. 28-29,
833,Saaroa,NasVowels,0,2,pp. 50,,0,2,pp. 28-29,
834,Saaroa,AdjN,nan,,,,nan,2,pp. V ,Los adjetivos no son reconocidos como una clase de palabra independiente
835,Saaroa,GenN,nan,,,,nan,,,
836,Saaroa,BasicWO,nan,,,,VSO ,2,pp. 219,
