1,Language_ID,Parameter_ID,Value,Certainty,Comment,Source,Year
1711,Nganasan,NP_Agr,1,2,,nganasan2018[310],2018
1712,Nganasan,NasVowels,0,NA,,nganasan1854,1854
1713,Nganasan,NasVowels,0,NA,,nganasan2018,2018
1714,Nganasan,NomAlign,nominative-accusative,2,,nganasan1854[108],1854
1715,Nganasan,NomAlign,nominative-accusative,2,,nganasan2018[19],2018
1716,Nganasan,Poss,0,2,“There is no structural difference between alienable and inalienable possessive construction.”,nganasan2018[317],2018
1717,Nganasan,Poss,NA,NA,not mentioned,nganasan1854,1854
1718,Nganasan,Pron1P,3,2,,nganasan1854[349],1854
1719,Nganasan,Pron1P,3,2,,nganasan2018[106],2018
1720,Nganasan,Pron2P,3,2,,nganasan1854[349],1854
1721,Nganasan,Pron2P,3,2,,nganasan2018[106],2018
1722,Nganasan,Pron3P,3,2,,nganasan1854[349],1854
1723,Nganasan,Pron3P,3,2,,nganasan2018[106],2018
1724,Nganasan,PronAlign,neuter,2,,nganasan1854[349],1854
1725,Nganasan,PronAlign,neuter,2,“Personal pronouns most often function as the subject of a sentence” - “ Presently - the accusative and the genitive forms are identical to the nominative form.”,nganasan2018[106],2018
1726,Nganasan,Questions,morphology,2,,nganasan1854[494],1854
1727,Nganasan,Questions,morphology,2,,nganasan2018[241],2018
1728,Nganasan,TA_marks,2,1,only gives analysis of tense - not of aspect,nganasan1854[374],1854
1729,Nganasan,TA_marks,4,2,2 tenses - two aspects,nganasan2018[19],2018
1730,Nganasan,TempLoc,0,2,not explicit - but no special form for temporal is attested,nganasan1854[113],1854
1731,Nganasan,TempLoc,0,2,,nganasan2018[198],2018
1732,Nganasan,Tones,0,NA,,nganasan1854,1854
1733,Nganasan,Tones,0,NA,,nganasan2018,2018
1734,Nganasan,VP_Agr,1,2,,nganasan1854[264],1854
1735,Nganasan,VP_Agr,1,2,,nganasan2018[19],2018
1736,Nganasan,Vowels,6,1,,nganasan1854[2],1854
1737,Nganasan,Vowels,8,2,,nganasan2018[48],2018
1738,Ngarinyin,AdjN,N Adj,1,,ngarinyin1970[23],1970
1739,Ngarinyin,AdjN,N Adj,2,,ngarinyin2015[426],2015
1740,Ngarinyin,BasicWO,SVO,1,,ngarinyin1970[79],1970
1741,Ngarinyin,BasicWO,no basic word order,1,"""No fixed order""",ngarinyin2015[93],2015
1742,Ngarinyin,CA_case,0,NA,Inference based on examples – Inferencia a partir de ejemplos,ngarinyin1970,1970
1743,Ngarinyin,CA_case,NA,NA,,ngarinyin2015,2015
1744,Ngarinyin,CA_head,1,NA,Inference based on examples – Inferencia a partir de ejemplos,ngarinyin1970,1970
1745,Ngarinyin,CA_head,1,NA,,ngarinyin2015,2015
1746,Ngarinyin,CA_wordorder,1,1,,ngarinyin1970,1970
1747,Ngarinyin,CA_wordorder,NA,NA,,ngarinyin2015,2015
1748,Ngarinyin,Cases,6,1,,ngarinyin2015[20],2015
1749,Ngarinyin,Cases,7,NA,,ngarinyin1970[28-29],1970
1750,Ngarinyin,ClassGen,0,1,not discussed,ngarinyin1970[20],1970
1751,Ngarinyin,ClassGen,0,NA,,ngarinyin2015,2015
1752,Ngarinyin,ClassNoun,1,2,,ngarinyin1970[19],1970
1753,Ngarinyin,ClassNoun,1,2,,ngarinyin2015[40],2015
1754,Ngarinyin,ClassNum,1,2,,ngarinyin1970[19],1970
1755,Ngarinyin,ClassNum,1,2,,ngarinyin2015[40],2015
1756,Ngarinyin,Consonants,17,2,,ngarinyin1970[4],1970
1757,Ngarinyin,Consonants,18,1,No phonological inventory given - number is inferred from grape -es – La gramática no presenta un inventario fonológico. El número consignado aquí responde a una inferencia a partir de la presentación del alfabeto de la lengua.,ngarinyin2015[428],2015
1758,Ngarinyin,Dem,7,1,,Ngarinyin1970[32-43],1970
1759,Ngarinyin,Dem,15,2,Five demonstratives for each of the three categories “near - distant - far away” – Cinco demostrativos por cada una de las tres categorías: próximo - distante - remoto.,ngarinyin2015[20],2015
1760,Ngarinyin,DitransMarking,0,1,Inference based on examples – Inferencia a partir de ejemplos,ngarinyin1970[71],1970
1761,Ngarinyin,DitransMarking,NA,NA,,ngarinyin2015,2015
1762,Ngarinyin,Evid,1,1,"One form is glossed as “certainty” – Se consigna una forma que glosada como ""certeza""",ngarinyin1970[79],1970
1763,Ngarinyin,Evid,2,2,(=karra) and one INDEF,ngarinyin2015[211],2015
1764,Ngarinyin,GenN,Gen N,1,,ngarinyin1970[25],1970
1765,Ngarinyin,GenN,Gen N,2,,ngarinyin2015[426],2015
1766,Ngarinyin,InstrCom,0,2,Same morpheme - based on examples – Los ejemplos evidencian un mismo morfema para ambas funciones.,ngarinyin1970[63],1970
1767,Ngarinyin,InstrCom,1,2,,ngarinyin2015[20],2015
1768,Ngarinyin,LocDir,1,2,,ngarinyin1970[19],1970
1769,Ngarinyin,LocDir,1,2,,ngarinyin2015[40],2015
1770,Ngarinyin,MorphCaus,1,1,Either free or bound – Los causativos pueden ser libres o ligados.,ngarinyin1970[74],1970
1771,Ngarinyin,MorphCaus,1,2,,ngarinyin2015[56],2015
1772,Ngarinyin,NP_Agr,1,2,,ngarinyin1970[33],1970
1773,Ngarinyin,NP_Agr,1,1,,ngarinyin2015[40],2015
1774,Ngarinyin,NasVowels,0,2,,ngarinyin1970[4],1970
1775,Ngarinyin,NasVowels,0,1,,ngarinyin2015,2015
1776,Ngarinyin,NomAlign,neuter,1,,ngarinyin2015[19],2015
1777,Ngarinyin,NomAlign,NA,NA,,ngarinyin1970,1970
1778,Ngarinyin,Poss,1,2,,ngarinyin2015[19],2015
1779,Ngarinyin,Poss,NA,NA,,ngarinyin1970,1970
1780,Ngarinyin,Pron1P,6,1,,ngarinyin1970[28-29],1970
1781,Ngarinyin,Pron1P,6,2,,ngarinyin2015[33],2015
1782,Ngarinyin,Pron2P,4,2,,ngarinyin2015[33],2015
1783,Ngarinyin,Pron2P,5,1,,ngarinyin1970[28-29],1970
1784,Ngarinyin,Pron3P,10,1,,ngarinyin1970[28-29],1970
1785,Ngarinyin,Pron3P,25,1,"Various different forms such as “discourse status” and “spatial remoteness” – La tercera persona presenta variaciones de género - y ""discourse status/spacial remoteness"" que generan el número tan elevado aunque impreciso.",ngarinyin2015[33],2015
1786,Ngarinyin,PronAlign,neuter,1,,ngarinyin2015[19],2015
1787,Ngarinyin,PronAlign,NA,NA,,ngarinyin1970,1970
1788,Ngarinyin,Questions,1,1,,ngarinyin1970[74],1970
1789,Ngarinyin,Questions,1,1,,ngarinyin2015[2127],2015
1790,Ngarinyin,TA_marks,2,1,Present and irrealis,ngarinyin2015[103],2015
1791,Ngarinyin,TA_marks,9,1,Nine forms can fulfill several functions - based on verb they attach to – Nueve formas que pueden cumplir múltiples funciones dependiendo de la clase verbal a la que se sufijen.,ngarinyin1970[86],1970
1792,Ngarinyin,TempLoc,1,1,"Also a morpheme glossed “when” - different to locative – Existe un morfema glosado como ""cuando"" diferente del locativo.",ngarinyin1970[25],1970
1793,Ngarinyin,TempLoc,1,2,,ngarinyin2015[40],2015
1794,Ngarinyin,Tones,0,NA,,ngarinyin1970,1970
1795,Ngarinyin,Tones,0,NA,,ngarinyin2015,2015
1796,Ngarinyin,VP_Agr,1,1,Inference based on examples – Inferencia a partir de ejemplos,ngarinyin1970,1970
1797,Ngarinyin,VP_Agr,1,2,,ngarinyin2015[27],2015
1798,Ngarinyin,Vowels,5,2,,ngarinyin1970[4],1970
1799,Ngarinyin,Vowels,10,2,5 long vowels,ngarinyin2015[426],2015
1800,Nimboran,AdjN,N Adj,2,,nimboran1997[41],1997
1801,Nimboran,AdjN,NA,NA,,nimboran1965,1965
1802,Nimboran,BasicWO,SOV,2,,nimboran1997[41],1997
1803,Nimboran,BasicWO,NA,NA,,nimboran1965,1965
1804,Nimboran,CA_case,0,2,,nimboran1997[160],1997
1805,Nimboran,CA_case,NA,NA,,nimboran1965,1965
1806,Nimboran,CA_head,1,2,,nimboran1965[56-57],1965
1807,Nimboran,CA_head,1,2,,nimboran1997[43],1997
1808,Nimboran,CA_wordorder,1,2,,nimboran1997[41],1997
1809,Nimboran,CA_wordorder,NA,NA,,nimboran1965,1965
1810,Nimboran,Cases,0,2,,nimboran1997[160],1997
1811,Nimboran,Cases,NA,NA,,nimboran1965,1965
1812,Nimboran,ClassGen,0,NA,,nimboran1965,1965
1813,Nimboran,ClassGen,0,NA,,nimboran1997,1997
1814,Nimboran,ClassNoun,0,2,,nimboran1997[160],1997
1815,Nimboran,ClassNoun,1,2,,nimboran1965[91],1965
1816,Nimboran,ClassNum,0,NA,,nimboran1965,1965
1817,Nimboran,ClassNum,0,2,,nimboran1997[52-53],1997
1818,Nimboran,Consonants,12,2,,nimboran1965[9],1965
1819,Nimboran,Consonants,12,2,,nimboran1997[12],1997
1820,Nimboran,Dem,0,1,not discussed,nimboran1997,1997
1821,Nimboran,Dem,NA,NA,,nimboran1965,1965
1822,Nimboran,DitransMarking,1,2,,nimboran1997[43],1997
1823,Nimboran,DitransMarking,NA,NA,,nimboran1965,1965
1824,Nimboran,Evid,NA,NA,,nimboran1965,1965
1825,Nimboran,Evid,NA,NA,,nimboran1997,1997
1826,Nimboran,GenN,Gen N,2,,nimboran1997[41],1997
1827,Nimboran,GenN,NA,NA,,nimboran1965,1965
1828,Nimboran,InstrCom,0,2,Lexical particles,nimboran1997[124-125],1997
1829,Nimboran,InstrCom,NA,NA,,nimboran1965,1965
1830,Nimboran,LocDir,1,2,,nimboran1997[68-73],1997
1831,Nimboran,LocDir,NA,NA,,nimboran1965,1965
1832,Nimboran,MorphCaus,NA,NA,,nimboran1965,1965
1833,Nimboran,MorphCaus,NA,NA,,nimboran1997,1997
1834,Nimboran,NP_Agr,0,2,,nimboran1997[47],1997
1835,Nimboran,NP_Agr,NA,2,Is not a word class,nimboran1965[121],1965
1836,Nimboran,NasVowels,0,2,,nimboran1965[9],1965
1837,Nimboran,NasVowels,0,2,,nimboran1997[12],1997
1838,Nimboran,NomAlign,NA,NA,,nimboran1965,1965
1839,Nimboran,NomAlign,NA,NA,,nimboran1997,1997
1840,Nimboran,Poss,0,2,,nimboran1997[162],1997
1841,Nimboran,Poss,NA,NA,,nimboran1965,1965
1842,Nimboran,Pron1P,2,1,,nimboran1965[167],1965
1843,Nimboran,Pron1P,2,2,,nimboran1997[47],1997
1844,Nimboran,Pron2P,1,1,,nimboran1965[167],1965
1845,Nimboran,Pron2P,1,2,,nimboran1997[47],1997
1846,Nimboran,Pron3P,1,1,,nimboran1965[167],1965
1847,Nimboran,Pron3P,1,2,,nimboran1997[47],1997
1848,Nimboran,PronAlign,NA,NA,,nimboran1965,1965
1849,Nimboran,PronAlign,NA,NA,,nimboran1997,1997
1850,Nimboran,Questions,0,2,Only through interrogative pronoun / Solo mediante pronombre interrogativo,nimboran1997[47],1997
1851,Nimboran,Questions,NA,NA,,nimboran1965,1965
1852,Nimboran,TA_marks,4,2,,nimboran1965[59-60],1965
1853,Nimboran,TA_marks,4,2,,nimboran1997[61],1997
1854,Nimboran,TempLoc,NA,NA,,nimboran1965,1965
1855,Nimboran,TempLoc,NA,NA,,nimboran1997,1997
1856,Nimboran,Tones,0,1,not discussed,nimboran1965,1965
1857,Nimboran,Tones,0,1,not discussed,nimboran1997,1997
1858,Nimboran,VP_Agr,1,2,,nimboran1965[56],1965
1859,Nimboran,VP_Agr,1,2,,nimboran1997[42-43],1997
1860,Nimboran,Vowels,6,2,,nimboran1965[9],1965
1861,Nimboran,Vowels,6,2,,nimboran1997[12],1997
1862,NorthwestSahaptin,AdjN,Adj N,2,,sahaptin1931[270],1931
1863,NorthwestSahaptin,AdjN,Adj N,2,Orden in noun phrase is variable – El orden puede variar en la FN,sahaptin2010[288],2010
1864,NorthwestSahaptin,BasicWO,no basic word order,2,,sahaptin1931[270],1931
1865,NorthwestSahaptin,BasicWO,no basic word order,2,,sahaptin2010[334],2010
1866,NorthwestSahaptin,CA_case,1,2,,sahaptin1931[212],1931
1867,NorthwestSahaptin,CA_case,1,2,,sahaptin2010[332],2010
1868,NorthwestSahaptin,CA_head,1,1,,sahaptin1931[143-144],1931
1869,NorthwestSahaptin,CA_head,1,2,,sahaptin2010[74],2010
1870,NorthwestSahaptin,CA_wordorder,0,2,,sahaptin1931[270],1931
1871,NorthwestSahaptin,CA_wordorder,0,2,,sahaptin2010[334],2010
1872,NorthwestSahaptin,Cases,4,1,,sahaptin1931[212],1931
1873,NorthwestSahaptin,Cases,8,2,,sahaptin2010[158],2010
1874,NorthwestSahaptin,ClassGen,0,NA,,sahaptin1931,1931
1875,NorthwestSahaptin,ClassGen,0,NA,,sahaptin2010,2010
1876,NorthwestSahaptin,ClassNoun,1,2,,sahaptin1931[226],1931
1877,NorthwestSahaptin,ClassNoun,1,2,,sahaptin2010[267],2010
1878,NorthwestSahaptin,ClassNum,0,NA,,sahaptin1931,1931
1879,NorthwestSahaptin,ClassNum,0,NA,,sahaptin2010,2010
1880,NorthwestSahaptin,Consonants,32,2,,sahaptin2010[43],2010
1881,NorthwestSahaptin,Consonants,33,2,,sahaptin1931[103],1931
1882,NorthwestSahaptin,Dem,2,1,counting the roots only – Estoy contando las raíces,sahaptin1931[258],1931
1883,NorthwestSahaptin,Dem,2,2,counting roots,sahaptin2010[193],2010
1884,NorthwestSahaptin,DitransMarking,1,2,,sahaptin2010[323-324],2010
1885,NorthwestSahaptin,DitransMarking,NA,NA,,sahaptin1931,1931
1886,NorthwestSahaptin,Evid,1,2,,sahaptin1931[129],1931
1887,NorthwestSahaptin,Evid,1,2,,sahaptin2010[391],2010
1888,NorthwestSahaptin,GenN,Gen N,2,,sahaptin2010[121-122],2010
1889,NorthwestSahaptin,GenN,NA,NA,,sahaptin1931,1931
1890,NorthwestSahaptin,InstrCom,1,2,,"sahaptin2010[161,166]",2010
1891,NorthwestSahaptin,InstrCom,NA,NA,,sahaptin1931,1931
1892,NorthwestSahaptin,LocDir,1,2,,sahaptin1931[212],1931
1893,NorthwestSahaptin,LocDir,1,2,,"sahaptin2010[108,174]",2010
1894,NorthwestSahaptin,MorphCaus,1,2,,sahaptin1931[151],1931
1895,NorthwestSahaptin,MorphCaus,1,2,,sahaptin2010[223],2010
1896,NorthwestSahaptin,NP_Agr,1,2,via case,sahaptin2010[161],2010
1897,NorthwestSahaptin,NP_Agr,NA,2,No adjectives,sahaptin1931[242],1931
1898,NorthwestSahaptin,NasVowels,0,1,not discussed,sahaptin1931,1931
1899,NorthwestSahaptin,NasVowels,0,2,,sahaptin2010[39],2010
1900,NorthwestSahaptin,NomAlign,nominative-accusative,2,,sahaptin1931[212],1931
1901,NorthwestSahaptin,NomAlign,tripartite,2,,sahaptin2010[332],2010
1902,NorthwestSahaptin,Poss,NA,NA,,sahaptin1931,1931
1903,NorthwestSahaptin,Poss,NA,NA,,sahaptin2010,2010
1904,NorthwestSahaptin,Pron1P,3,2,,sahaptin1931[250],1931
1905,NorthwestSahaptin,Pron1P,4,2,,sahaptin2010[186],2010
1906,NorthwestSahaptin,Pron2P,3,1,Seems to be the same form - but is counted as three – Parecen la misma forma pero las cuentan como 3,sahaptin1931[250],1931
1907,NorthwestSahaptin,Pron2P,3,2,,sahaptin2010[186],2010
1908,NorthwestSahaptin,Pron3P,3,1,Seems to be the same form - but is counted as three – Parecen la misma forma pero las cuentan como 3,sahaptin1931[250],1931
1909,NorthwestSahaptin,Pron3P,5,2,,sahaptin2010[186],2010
1910,NorthwestSahaptin,PronAlign,nominative-accusative,2,,sahaptin1931[249-250],1931
1911,NorthwestSahaptin,PronAlign,nominative-accusative,2,,sahaptin2010[186],2010
1912,NorthwestSahaptin,Questions,0,2,lexical,sahaptin2010[199],2010
1913,NorthwestSahaptin,Questions,NA,NA,,sahaptin1931,1931
1914,NorthwestSahaptin,TA_marks,4,2,,"sahaptin1931[199,206]",1931
1915,NorthwestSahaptin,TA_marks,6,2,,sahaptin2010[92],2010
1916,NorthwestSahaptin,TempLoc,NA,NA,,sahaptin1931,1931
1917,NorthwestSahaptin,TempLoc,NA,NA,,sahaptin2010,2010
1918,NorthwestSahaptin,Tones,0,1,not discussed,sahaptin1931,1931
1919,NorthwestSahaptin,Tones,0,1,not discussed,sahaptin2010,2010
1920,NorthwestSahaptin,VP_Agr,1,2,Only for 3P,sahaptin1931[142],1931
1921,NorthwestSahaptin,VP_Agr,1,2,Only for 3P,sahaptin2010[74],2010
1922,NorthwestSahaptin,Vowels,4,1,,sahaptin1931[100],1931
1923,NorthwestSahaptin,Vowels,7,2,,sahaptin2010[39],2010
1924,Nyangi,AdjN,N Adj,2,,nyangi1975[284],1975
1925,Nyangi,AdjN,N Adj,2,“nouns are followed by their dependents”,nyangi2017[5],2017
1926,Nyangi,BasicWO,VSO,2,,nyangi1975[282],1975
1927,Nyangi,BasicWO,VSO,2,,nyangi2017[174],2017
1928,Nyangi,CA_case,0,2,,nyangi1975[285],1975
1929,Nyangi,CA_case,0,2,“core clause arguments are not overtly marked - word order is VAO/VS - and subjects are frequently omitted - grammatical/semantic role ambiguities often occur.”,nyangi2017[174],2017
1930,Nyangi,CA_head,0,2,“Although Nyang’i has lost pronominal inflection on the verb for the person and number of the subject - it retains a set of free personal pronouns and a set of personal possessive pronouns.”,nyangi2017[174],2017
1931,Nyangi,CA_head,1,2,,nyangi1975[285],1975
1932,Nyangi,CA_wordorder,1,2,,nyangi1975[285],1975
1933,Nyangi,CA_wordorder,1,2,,nyangi2017[174],2017
1934,Nyangi,Cases,0,2,the two cases given (venitive - andative) are actually verbal,nyangi1975[285],1975
1935,Nyangi,Cases,0,2,“The most obvious loss in noun morphology in Nyang’i is in the complete (or nearly complete) disappearance of the case marking system.”,nyangi2017[213],2017
1936,Nyangi,ClassGen,0,2,,nyangi1975,1975
1937,Nyangi,ClassGen,0,2,,nyangi2017,2017
1938,Nyangi,ClassNoun,0,2,“kein nominales Klassensystem” / no nominal noun classes,nyangi1975[282],1975
1939,Nyangi,ClassNoun,0,2,“gender - is not operational in the grammar of Nyang’i - “,nyangi2017[48],2017
1940,Nyangi,ClassNum,0,2,,nyangi1975,1975
1941,Nyangi,ClassNum,0,2,,nyangi2017,2017
1942,Nyangi,Consonants,18,1,,nyangi1975[282],1975
1943,Nyangi,Consonants,19,2,,nyangi2017[20],2017
1944,Nyangi,Dem,2,2,,nyangi1975[283],1975
1945,Nyangi,Dem,2,2,,nyangi2017[248],2017
1946,Nyangi,DitransMarking,0,2,,nyangi1975[285],1975
1947,Nyangi,DitransMarking,0,2,,nyangi2017[213],2017
1948,Nyangi,Evid,0,NA,two directives,nyangi1975[285],1975
1949,Nyangi,Evid,0,2,“If the etymological directional extensions are presumed to still enconde directional information - then certain attested forms suggest that the speaker was confused about which directional extension to use - perhaps suggesting that the directional sense of the extensions is no longer easily accessible to the speaker”,nyangi2017[113],2017
1950,Nyangi,GenN,N Gen,2,juxtaposicion,nyangi1975[283],1975
1951,Nyangi,GenN,N Gen,2,no genitive -Possessum – Possessor,nyangi2017[167],2017
1952,Nyangi,InstrCom,0,2,,nyangi1975[284],1975
1953,Nyangi,InstrCom,0,2,“ /ka/ - which can be comitative or instrumental.”,nyangi2017[56],2017
1954,Nyangi,LocDir,0,2,,nyangi1975[284],1975
1955,Nyangi,LocDir,0,2,“The most obvious loss in noun morphology in Nyang’i is in the complete (or nearlycomplete) disappearance of the case marking system.”,nyangi2017[213],2017
1956,Nyangi,MorphCaus,0,2,,nyangi1975[285],1975
1957,Nyangi,MorphCaus,0,2,“The entire Proto-Kuliak system of valency-changing derivation has been lost. This includes causative constructions -”,nyangi2017[215],2017
1958,Nyangi,NP_Agr,0,2,no evidence of nominal morphology on Adj,nyangi1975[284],1975
1959,Nyangi,NP_Agr,0,2,no plural marker possible on adjectives,nyangi2017[58],2017
1960,Nyangi,NasVowels,0,NA,,nyangi1975,1975
1961,Nyangi,NasVowels,0,NA,,nyangi2017,2017
1962,Nyangi,NomAlign,neuter,2,,nyangi1975[285],1975
1963,Nyangi,NomAlign,neuter,2,no case,nyangi2017[213],2017
1964,Nyangi,Poss,0,2,“For alienably possessed nouns - neither the head nor the dependent is consistently mark”,nyangi2017[169],2017
1965,Nyangi,Poss,NA,NA,,nyangi1975,1975
1966,Nyangi,Pron1P,1,2,lost excl./incl.,nyangi2017[146],2017
1967,Nyangi,Pron1P,3,2,,nyangi1975[284],1975
1968,Nyangi,Pron2P,1,2,,nyangi2017[146],2017
1969,Nyangi,Pron2P,2,2,,nyangi1975[284],1975
1970,Nyangi,Pron3P,2,2,,nyangi1975[284],1975
1971,Nyangi,Pron3P,2,2,known/unknown,nyangi2017[147],2017
1972,Nyangi,PronAlign,neuter,2,same forms for subject and object,nyangi1975[285],1975
1973,Nyangi,PronAlign,neuter,2,,nyangi2017[147],2017
1974,Nyangi,Questions,NA,NA,not mentioned,nyangi1975,1975
1975,Nyangi,Questions,NA,NA,not mentioned,nyangi2017,2017
1976,Nyangi,TA_marks,2,2,one past tense and future auxiliary,nyangi2017[5],2017
1977,Nyangi,TA_marks,3,2,past tense and future auxiliary - also an habitual aspect,nyangi1975[285],1975
1978,Nyangi,TempLoc,0,2,,nyangi1975[284],1975
1979,Nyangi,TempLoc,0,2,,nyangi2017[213],2017
1980,Nyangi,Tones,0,2,“ The decline of tone in Nyang’i is a case of internally-motivated contraction”,nyangi2017[212],2017
1981,Nyangi,Tones,4,2,,nyangi1975[282],1975
1982,Nyangi,VP_Agr,0,2,“Although Nyang’i has lost pronominal inflection on the verb for the person and number of the subject - it retains a set of free personal pronouns and a set of personal possessive pronouns.”,nyangi2017[174],2017
1983,Nyangi,VP_Agr,1,2,,nyangi1975[285],1975
1984,Nyangi,Vowels,7,1,,nyangi1975[282],1975
1985,Nyangi,Vowels,9,2,seems to break down into 5 vowels,nyangi2017[27],2017
1986,Ofaye,AdjN,N Adj,2,,ofaye2006[121],2006
1987,Ofaye,AdjN,NA,NA,,ofaye1971,1971
1988,Ofaye,BasicWO,SOV,2,,ofaye2006[205],2006
1989,Ofaye,BasicWO,NA,NA,,ofaye1971,1971
1990,Ofaye,CA_case,1,2,Depends on verb semantics – La marcación de caso varía en función a la semántica del verbo: verbos de emoción presentan alineamientos distintos a verbos de otras categorías.,ofaye2006[215],2006
1991,Ofaye,CA_case,NA,NA,,ofaye1971,1971
1992,Ofaye,CA_head,0,NA,,ofaye2006[215],2006
1993,Ofaye,CA_head,NA,NA,,ofaye1971,1971
1994,Ofaye,CA_wordorder,1,NA,,ofaye2006,2006
1995,Ofaye,CA_wordorder,NA,NA,,ofaye1971,1971
1996,Ofaye,Cases,NA,NA,,ofaye1971,1971
1997,Ofaye,Cases,NA,NA,,ofaye2006[197],2006
1998,Ofaye,ClassGen,0,NA,,ofaye2006,2006
1999,Ofaye,ClassGen,NA,NA,,ofaye1971,1971
2000,Ofaye,ClassNoun,1,2,"Modified by noun for “female animal” – Los nombres toman género con el modificador léxico ""hembra""",ofaye2006[97-105],2006
2001,Ofaye,ClassNoun,NA,NA,,ofaye1971,1971
2002,Ofaye,ClassNum,1,2,SG/PL,ofaye2006[ 1061],2006
2003,Ofaye,ClassNum,NA,NA,,ofaye1971,1971
2004,Ofaye,Consonants,11,2,,ofaye1971[2],1971
2005,Ofaye,Consonants,15,2,,ofaye2006[40],2006
2006,Ofaye,Dem,2,2,two basic dem - can tke inflection,ofaye2006[ 107-108],2006
2007,Ofaye,Dem,NA,NA,,ofaye1971,1971
2008,Ofaye,DitransMarking,1,1,indirect object is marked with zero – El objeto indirecto se marca con cero.,ofaye2006[207],2006
2009,Ofaye,DitransMarking,NA,NA,,ofaye1971,1971
2010,Ofaye,Evid,0,NA,,ofaye2006,2006
2011,Ofaye,Evid,NA,NA,,ofaye1971,1971
2012,Ofaye,GenN,Gen N,2,,ofaye2006[120],2006
2013,Ofaye,GenN,NA,NA,,ofaye1971,1971
2014,Ofaye,InstrCom,1,2,,ofaye2006[235],2006
2015,Ofaye,InstrCom,NA,NA,,ofaye1971,1971
2016,Ofaye,LocDir,1,2,,ofaye2006[234],2006
2017,Ofaye,LocDir,NA,NA,,ofaye1971,1971
2018,Ofaye,MorphCaus,0,1,,ofaye2006[7],2006
2019,Ofaye,MorphCaus,NA,NA,,ofaye1971,1971
2020,Ofaye,NP_Agr,0,1,No data,ofaye1971,1971
2021,Ofaye,NP_Agr,0,2,Explicit mention that adjectives do not agree with noun – Se menciona explícitamente que el adjetivo no presenta ninguna marca de concordancia con el nombre.,ofaye2006[188],2006
2022,Ofaye,NasVowels,4,2,,ofaye1971[2],1971
2023,Ofaye,NasVowels,4,2,,ofaye2006[40],2006
2024,Ofaye,NomAlign,active-inactive,2,Active/stative - but there seems to be some intransitivity in relation to the semantics of the verb,ofaye2006[215],2006
2025,Ofaye,NomAlign,NA,NA,,ofaye1971,1971
2026,Ofaye,Poss,1,2,,ofaye2006[97-101],2006
2027,Ofaye,Poss,NA,NA,,ofaye1971,1971
2028,Ofaye,Pron1P,3,2,two sg (m/f) and one pl form,ofaye2006[197],2006
2029,Ofaye,Pron1P,NA,NA,No grammatical information - only phonology – Esta descripción del Ofaye no presenta información gramatical. Solo fonológica.,ofaye1971,1971
2030,Ofaye,Pron2P,3,2,two sg (m/f) and one pl form,ofaye2006[197],2006
2031,Ofaye,Pron2P,NA,NA,,ofaye1971,1971
2032,Ofaye,Pron3P,3,2,two sg (m/f) and one pl form,ofaye2006[197],2006
2033,Ofaye,Pron3P,NA,NA,,ofaye1971,1971
2034,Ofaye,PronAlign,nominative-accusative,2,Subject not marked distinctivly - but active-inactive verbs are marked – Los verbos tanto transitivvos como intransitivos no presentan diferencia de marcación en el sujeto. Si hay contraste - por otro lado - entre las marcaciones de los verbos tr e intrs frente a los verbos activos-inactivos.,ofaye2006[167-168],2006
2035,Ofaye,PronAlign,NA,NA,,ofaye1971,1971
2036,Ofaye,Questions,0,2,Lexical particle marks questions – La lengua marca las clúauslas interrogativas a partir de una partícula léxica ggeneral y varias partículas del tipo WH question.,ofaye2006[240-244],2006
2037,Ofaye,Questions,NA,NA,,ofaye1971,1971
2038,Ofaye,TA_marks,1,2,Only marks perfective and imperfective – La lengua solo marca la diferencia perfectivo-imperfectivo. La marca perfectiva es cero mientras que la imperfectiva es -ta. El tiempo se consigna mediante adverbios y otras interrelaciones entre el aspectoy el tiempo en función a la semántica de los verbos.,ofaye2006[174-180],2006
2039,Ofaye,TA_marks,NA,NA,,ofaye1971,1971
2040,Ofaye,TempLoc,NA,NA,,ofaye1971,1971
2041,Ofaye,TempLoc,NA,1,Not enough data,ofaye2006,2006
2042,Ofaye,Tones,0,NA,,ofaye1971[1-7],1971
2043,Ofaye,Tones,0,2,,ofaye2006[89],2006
2044,Ofaye,VP_Agr,0,1,No data,ofaye1971,1971
2045,Ofaye,VP_Agr,1,2,agreement optional with A,ofaye2006[162],2006
2046,Ofaye,Vowels,6,2,,ofaye1971[2],1971
2047,Ofaye,Vowels,6,2,,ofaye2006[40],2006
2048,Onondaga,AdjN,Adj N,1,Based on examples; Chafe 1970 states that the language has free word order – Inferencia a aprtir de los ejemplos. Chafe (1970) menciona que las lenguas iroquesas tienden a tener un orden libre.,onodaga1970,1970
2049,Onondaga,AdjN,N Adj,1,,onondaga1888[7],1888
2050,Onondaga,BasicWO,OVS,1,Based on examples; Chafe 1970 states that the language has free word order – Inferencia a aprtir de los ejemplos. Chafe (1970) menciona que las lenguas iroquesas tienden a tener un orden libre.,onondaga1888,1888
2051,Onondaga,BasicWO,no basic word order,1,Based on examples; Chafe 1970 states that the language has free word order – Inferencia a aprtir de los ejemplos. Chafe (1970) menciona que las lenguas iroquesas tienden a tener un orden libre.,onodaga1970,1970
2052,Onondaga,CA_case,NA,NA,,onondaga1888,1888
